Text,Created At,Is Retweet,Language,User Location,"label (0:misinformation, 1: counter-misinformation, 2: irrelevant)","Is_Sarcasm (1: Not_Sarcasm, 2: Sarcasm)"
Can we hand on heart know for certain that this latest technology is not interfering with our DNA and weaking our immune systems. #coronavirus The Top Countries with 5G Deployments and Trials https://t.co/aAeof2kIm5,Sun Feb 23 16:21:10 +0000 2020,FALSE,en,Mijas Costa,1,1
"@realDonaldTrump the corona virus is nothing more than a common cold,  the killer is 5g   please dont let the telcom scum bags put 5g into our country,,   5g is the killer in china,",Sun Feb 23 11:17:28 +0000 2020,FALSE,en,,0,2
Kuwait has about 154 #5G installations. Wonder how far they could reach. Connect the maps.. #coronavirus https://t.co/DfKU5wVbhs,Sun Feb 23 10:35:56 +0000 2020,FALSE,en,DK,2,1
"Just an idea, as a possible cause, let's look at 5G in reference to the coronavirus. Before we do anything drastic with regards to those who have the condition, or are displaying symptoms, let's get them away from all 5G that's in their vicinity. https://t.co/AWiyPmohBQ",Sun Feb 23 23:46:09 +0000 2020,FALSE,en,,0,1
"5G Network Rollout Delayed In China, Flights Canceled Due To Coronavirus - https://t.co/QQZi4BTBk3  #coronavirusuk  #COVID19italia  #coronaviruschina  #Covid_19  #CoronavirusSouthKorea",Sun Feb 23 18:41:12 +0000 2020,FALSE,en,"Waterford,Ireland",2,1
Just seen someone share a video about Coronavirus being cause by the 5G rollout.  You can’t make this up.,Sun Feb 23 23:19:04 +0000 2020,FALSE,en,"Brighton, England",1,1
@gsaetrum3 No. Because there needs to be seen a continued impact of coronavirus either in following Q or to the 5G upgrade cycle + services revenue thesis causing the multiple expansion,Mon Feb 17 22:55:01 +0000 2020,FALSE,en,"California, USA",2,1
@KrzemoweEcho It's more than that ... coronavirus is not man made but AI artificial intelligence created and is controlled by 5g. It keeps on changing and adapting to new levels. I know this sounds out of this world.,Mon Feb 17 08:19:15 +0000 2020,FALSE,en,,0,2
"The coronavirus 5G conspiracy theory is so wild, I just can’t imagine people genuinely believing this stuff",Mon Feb 17 21:18:24 +0000 2020,FALSE,en,"Chicago, IL",1,1
@GordonGChang Because of the Coronavirus the decoupling with China May proceed much faster than expected thank goodness.  The next problem to address is why the heck did Boris Johnson agree to Huawei technology for 5G. This will endanger five eyes,Mon Feb 17 12:18:33 +0000 2020,FALSE,en,,2,1
"@mvmeet Who invented the satellite, Internet, mobile phones, Drones, 5G......  Medicines for ebola, who will come up with one for coronavirus....  Not Indian citizen  Past vs Present  Prefer Present because one lives in the present",Mon Feb 17 08:52:43 +0000 2020,FALSE,en,,2,1
Hard to tell if its corona virus or 5G radiation poison same symptoms https://t.co/lmtZCnVOfn,Mon Feb 17 00:29:32 +0000 2020,FALSE,en,"Crosby, TX",0,1
Corona Virus Fakery And The Link To 5G Testing https://t.co/XoBqHvY7hx #AnnieLogical #CoronaVirus,Mon Feb 17 13:47:34 +0000 2020,FALSE,en,"derry city, ireland",0,2
New #Coronavirus outbreak will slow 5G progress https://t.co/eKf4TIIrH7,Mon Feb 17 13:50:50 +0000 2020,FALSE,en,Pakistan,2,2
"@BlackCulture_HM Has anyone realized all the diseases causing a threat to human life doesn’t happen in Europe nor North America, one could be right to say introduction of coronavirus was as a way to delay China s 5G, in SA they won’t bring it because it will wipe their cousins also",Mon Feb 17 12:46:15 +0000 2020,FALSE,en,"Pretoria, South Africa",0,1
"Reading the coronavirus hashtag is generally about 95% batshit, and I just learned that in addition to vaccines and Coronavirus, 5G broadband is also an Illuminati-created mass killer of people somehow.",Mon Feb 17 01:30:34 +0000 2020,FALSE,en,Massachusetts,1,2
I just argued with someone who claimed 5G caused coronavirus for a half hour. They sited links of sites that use all of their data from the bible and support Alex Jones. Donald Trump will probably win the election again lmfao jesus christ,Mon Feb 17 21:14:37 +0000 2020,FALSE,en,,1,2
"Coronavirus is  a bio-weapon! Suspect 5G is used to cause the spread or activate! Globalists evil move to take down Trump? @TeamTrump ,@marklevinshow , @dbongino ,@BonginoReport ,@foxandfriends  https://t.co/Rf9i7bTJsb",Mon Feb 17 16:10:22 +0000 2020,FALSE,en,,0,2
"LOL. On seeing the chem trail crowd think Coronavirus was caused by China turning on 5g network, I think it's time to limp off to work.",Sun Feb 02 18:37:01 +0000 2020,FALSE,en,"Mahau Sound, New Zealand.",1,2
@Reuters 5G testing in Wuhan caused both coronavirus and bird flu.,Sun Feb 02 12:47:26 +0000 2020,FALSE,en,Nihon,0,1
@freitasm There is no proof that 5G didn't cause the coronavirus outbreak! Nor the US Senate vote against witnesses!,Sun Feb 02 20:29:03 +0000 2020,FALSE,en,"-36.865074,174.765045",0,1
Is the reason no one outside of #china has died from the #coronavirus is because they are away from the hotspot of #5G? It then becomes another virus? Is 5G weakening the immune system? #scottmorrison it doesn't look good. They tested #wuhan first for 5G to see..and then this!!!,Sun Feb 02 02:03:19 +0000 2020,FALSE,en,In burning 🔥hell.,0,2
"Despite Wuhan corona virus, China gave Huawei, UK 5G the Trump loss 2020 https://t.co/sLfKsOxSVD https://t.co/0XZzecqjsd",Sun Feb 02 13:10:04 +0000 2020,FALSE,en,,2,1
I'm not sure why I didn't predict the conspiracy links between coronavirus and 5G... https://t.co/Q9HA5CqkRP,Sun Feb 02 03:31:08 +0000 2020,FALSE,en,"Melbourne, Australia",1,2
Is the corona virus a Distraction from how 5G is going to effect us because 5G can damage your respiratory system in breathing jus like corona,Sun Feb 02 19:09:59 +0000 2020,FALSE,en,All over da place,0,1
The conspiracy theorists are frothing at the mouth on YouTube.  Bloody hell...  Someone posted a link to a YT vid about 5G and corona virus.... I'd say 'enjoy' but this is just sad and a bit scary. https://t.co/UFV3Gvjb7G,Sun Feb 02 09:24:25 +0000 2020,FALSE,en,"Middle of nowhere, Australia",1,2
The Wuhan coronavirus has nothing to do with 5G https://t.co/GLUfji3GAa via @FullFact,Sun Feb 02 13:38:55 +0000 2020,FALSE,en,London,1,1
"China handed Trump loss on Huawei, UK 5G despite Wuhan coronavirus https://t.co/YaffCQRS9f",Sun Feb 02 13:36:27 +0000 2020,FALSE,en,United States,2,1
"Wuhan China, One Big 5G FEMA style Camp &amp; Not because of Coronavirus  https://t.co/9rl3Bh5HGD",Sun Feb 02 16:09:25 +0000 2020,FALSE,en,"Wisconsin, USA",2,1
@MarkHubbard33 5g didn't 'cause' corona virus it limits your immune systems ability to fight disease by stealth.  It's a frequency used by the military as 'anti personnel weapons.,Sun Feb 02 21:07:58 +0000 2020,FALSE,en,Eastern BOP Region New Zealand,0,1
"As China continues to battle an outbreak of the deadly novel #coronavirus, some of the cutting-edge technologies from artificial intelligence (#AI) and #5G came in handy in the nationwide fight to contain the virus-caused crisis. https://t.co/jPULG0JUG7",Sun Feb 02 13:34:37 +0000 2020,FALSE,en,Beijing China ,2,1
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #rush #rushLimbaugh #eib #cancer https://t.co/wsj3bPCVGT,Tue Feb 04 23:14:18 +0000 2020,FALSE,en,,2,1
"#Coronavirus It will take to switch off 5G in Wuhan, because that has contributed to the weakness of the immunesystems. And to stopp the 5G rollout worldwide. https://t.co/w8h9ZtWaj6",Tue Feb 04 15:11:55 +0000 2020,FALSE,en,,2,1
Coronavirus could delay China’s #5G rollout as it tries to race ahead of the US https://t.co/CRrsVoOKQN,Tue Feb 04 19:06:12 +0000 2020,FALSE,en,Internet,2,1
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US 106370944,Tue Feb 04 12:01:11 +0000 2020,FALSE,en,USA,2,1
#FormulaE cancels race in #China because of the #coronavirus outbreak  https://t.co/oEGqmoYuzd #ElectricVehicles #SelfDrivingCars #AI #IoT #5G #AutonomousVehicles #selfdriving #autonomous #robotics #tech #driverless #driverlesscars #startups #SmartCity #startup #Robot #robots https://t.co/Qol95RFnmf,Tue Feb 04 07:26:30 +0000 2020,FALSE,en,Genova Italy,2,1
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US - https://t.co/Fo3bWd93QK,Tue Feb 04 13:24:53 +0000 2020,FALSE,en,,2,1
CORONA VIRUS CAUSED BY 5G!!! https://t.co/C7ujxt5qiG   Frequencies effect us all.,Tue Feb 04 01:32:36 +0000 2020,FALSE,en,Dallas TX - Cincinnati OH,0,1
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US https://t.co/Vx5MDbQaeG,Tue Feb 04 11:05:12 +0000 2020,FALSE,en,"Englewood Cliffs, NJ",2,1
"#Coronavirus also significantly slows down 5G deployment in China, negatively effecting the convergence of their #blockchain + 5G initiatives.",Tue Feb 04 16:03:40 +0000 2020,FALSE,en,,2,2
Chinese 5G roll-out could face delays due to coronavirus https://t.co/egGPFDrp5g,Tue Feb 04 19:06:15 +0000 2020,FALSE,en,The City of London,2,2
CORONA VIRUS CAUSED BY 5G!!! https://t.co/C7ujxt5qiG via @YouTube   If this is true .....,Tue Feb 04 01:28:56 +0000 2020,FALSE,en,Dallas TX - Cincinnati OH,0,1
"Coronavirus could delay China’s 5G rollout as it tries to race ahead of the US, analysts warn - via CNBC https://t.co/Z092LAIBSr",Tue Feb 04 11:58:16 +0000 2020,FALSE,en,,2,1
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US - CNBC https://t.co/Pfj0alXJmQ via @GoogleNews,Tue Feb 04 16:18:27 +0000 2020,FALSE,en,Toronto,2,1
Each one of these cities...all have #5G now in operation.. I think we really need to look at the affects it is having on the body. #coronavirus is taking over because 5G is making them weak. #sayNOto5G #china #allintheplan https://t.co/eBP8fcDz9B,Tue Feb 04 12:21:53 +0000 2020,FALSE,en,In burning 🔥hell.,0,1
Coronavirus could delay China’s 5G rollout as it tries to race ahead of the US #Coronavirus #china #5G #US #software #semiconductors #tech #business #news #UDS  https://t.co/pWeVkgTFDn,Tue Feb 04 14:06:05 +0000 2020,FALSE,en,"Sector 8, Noida",2,1
#CoronaVirus connected to @Huawei Trade Deal  Year of the Rat no less  #CoronaLARP #5G   https://t.co/8WJyxIS9aG,Tue Feb 04 00:29:38 +0000 2020,FALSE,en,SFO》East Bay》680x580 Corridor,2,1
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US #NSEUPDATE,Tue Feb 04 11:13:03 +0000 2020,FALSE,en,"Abuja, Nigeria",2,1
"""Coronavirus"" caused by 5G or hoax for planned forced global vaccination program? - 2 minute video https://t.co/RCzivvdQPX",Tue Feb 04 17:31:23 +0000 2020,FALSE,en,,1,2
Coronavirus could delay China's 5G rollout as it tries to race ahead of the US...#CNBC #Tech https://t.co/Qr988uzIoU,Tue Feb 04 11:37:56 +0000 2020,FALSE,en,"DFW, TX",2,1
https://t.co/CSpr66JonW  Coronavirus could delay China’s 5G rollout as it tries to race ahead of the US  #china #5g #coronavirus #technology #huawei #verizon,Tue Feb 04 19:16:53 +0000 2020,FALSE,en,,2,1
‼️🔁‼️ Coronavirus could delay China's 5G rollout as it tries to race ahead of the US https://t.co/UXQBFtunXn ❗️🔄❗️ #Followback #SiguemeYTeSigo,Tue Feb 04 11:38:03 +0000 2020,FALSE,en,Planeta Tierra,2,1
IAM Platform Curated Tweet:  Coronavirus could delay China’s 5G rollout as it tries to race ahead of the US   https://t.co/vnPnQHNUHS  #5G #Applications #CellPhone #Communications #FastInternet #Internet,Tue Feb 04 12:17:29 +0000 2020,FALSE,en,Worldwide,2,1
"Apparently the #coronavirus is now slowing down #5G standards work...  3GPP meetings cancelled because of ""critical situation in China"" and ""the fact that the coronavirus outbreak...is a global health emergency.""    https://t.co/mXoTNWVv3K",Tue Feb 04 19:07:53 +0000 2020,FALSE,en,"Washington, DC",2,1
"New article: ""Coronavirus could delay China's 5G rollout as it tries to race ahead of the US"" has been published on Fintech Zoom - https://t.co/vpTNGMsCYG @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO",Tue Feb 04 11:28:43 +0000 2020,FALSE,en,"London, England",2,1
"Coronavirus conspiracy theories have been out there since day one. But now they include 5G technology, chemtrails, and international bio-weapons plots. #covid19   https://t.co/KVOfwb5gNA",Wed Feb 26 16:35:07 +0000 2020,FALSE,en,"Fleet, UK",1,1
@TomiLahren This is tin hat stuff. You are trashing your credibility.  I managed to make it through several minutes of that video. She is apparently implying that the Corona Virus illness is actually caused by 5G. Bat poop crazy.  Think. Did all the development engineers get sick?,Wed Feb 26 05:48:26 +0000 2020,FALSE,en,,1,1
There’s A Connection Between #Coronavirus and 5G - Scientists and Doctors Warn of Potential Serious Health Effects of #5G ... ?this ... #Fibromyalgia #Vaccines  https://t.co/q7wwOT3Vzi,Wed Feb 26 18:36:23 +0000 2020,FALSE,en,Oregon ~ West Coast Mountains ,0,2
@jenninemorgan I know there are some countries &amp; cities pushing back against the rollout of 5G. There's an interesting theory that the Coronavirus is nothing more than full rollout of 5G. Every country with cases &amp; even the Princess cruise ship has 5G.,Wed Feb 26 23:03:09 +0000 2020,FALSE,en,,0,2
@slymufasa Search “coronavirus 5G” people are stupid lol,Wed Feb 26 14:57:03 +0000 2020,FALSE,en,Cosmo Canyon,1,2
"ooh 5G is trending i wonder wha-----  *first tweet is some random person saying how 5G towers are a ploy to inflict coronavirus on the public because ""wuhan has 5G""*  THIS IS WHY YOU DONT USE ALGORITHMS TO SURFACE NEWS  JESUS CHRIST THIS IS THE PROBLEM",Wed Feb 26 15:12:16 +0000 2020,FALSE,en,GLA,0,2
"So when are we gonna talked about how China made major developments in the 5g network and that has been most of the reason why the US is thus far cancelling a national release? When are we gonna talked about coronavirus being a government created virus, and China is literally",Wed Feb 26 05:30:38 +0000 2020,FALSE,en,,2,2
"@Inevitable_ET @gifted_802 Secretary of State Mike Pompeo recently exhorted EU allies not to “trust Chinese firms with critical networks.”   Why ?   Because of the lethal effect of the 5G tech on COVID-19 ?  At least, let's give it a thought.   https://t.co/UeDaFqJtYz",Wed Feb 26 15:39:10 +0000 2020,FALSE,en,TRUTH over Parties,2,2
Isn’t Covid-19 caused by turning on the 5G network? (Can’t believe I read that for real elsewhere on this hellsite.) #StupidPandemicQuestions,Wed Feb 26 02:28:12 +0000 2020,FALSE,en,🇬🇧🇪🇺🏳️‍🌈🐄🧷😷(((✡️))),1,2
"2. The fake Corona virus is supposed to disguise the fact that 5G is the cause of premeditated mass murder.  Because of the 5G radiation, the free electrons of the oxygen atom are disturbed, so it is no longer oxygen, so the composition of the molecule changes, ...",Wed Feb 26 19:18:00 +0000 2020,FALSE,en,,0,2
"Coronavirus is nothing more than a dangerous frequency being used to for a dangerous agenda.. 5G is using 60GHZ to basically cause; suffocation in the human body! This frequency prevents our hemoglobin from getting oxygen to our lungs, heart, kidneys &amp; other vital organs! https://t.co/0zUBfWc3CM",Wed Feb 26 00:15:17 +0000 2020,FALSE,en,,0,1
@boydtoy @NeecieH6111 @Amphe_Chantenay @Doug94700765 @Nuppal6 @CarmanPat2 @real_defender @realDonaldTrump @CNN @CDCgov They also believe the coronavirus is caused by chem trails and 5G networking.,Wed Feb 26 19:04:28 +0000 2020,FALSE,en,"Hutchinson, KS",0,2
@EricHolder Our Gov knows the new coronavírus was created in a lab &amp; what the effects of it are. It’s a big reason for our new border wall &amp; why we don’t have 5G yet. The globalists created it so they’ll finally conquer the world-by extinction. The cat’s out of the bag &amp; they won’t succeed.,Wed Feb 26 18:06:28 +0000 2020,FALSE,en, NC/FL,0,1
#5G rollout in Wuhan causes cellular damage. Did this exacerbate complications and death from coronavirus? – https://t.co/1zWqaWCdGp https://t.co/Y9AjLZmXg8,Wed Feb 26 19:41:47 +0000 2020,FALSE,en,"Arizona, USA",0,2
The Coronavirus Looks to Be a Catalyst for #Ericsson Stock   https://t.co/gLr52EzRXz  #5G #coronavirus #China #SayNoToHuawei,Wed Feb 26 07:06:04 +0000 2020,FALSE,en,"Santa Clara, CA",2,1
but trailed consensus’ estimates at 44% and 40% respectively.    Management is cautiously optimistic over 5G impact on its RF division in near-term as Covid-19 outbreak has caused disruption in the semiconductor supply chain and provide drawback to its RF division.,Wed Feb 26 02:32:50 +0000 2020,FALSE,en,"Kuala Lumpur, Malaysia",2,2
Just heard a conspiracy theory that the Coronavirus has been caused by phones using 5G and I am DONE,Wed Feb 26 17:43:12 +0000 2020,FALSE,en,,1,2
Apple #iPhone 5G Launch For 2H 2020 Could See Delays Due To Deadly #Coronavirus https://t.co/dR0tNR9lSM @apple,Wed Feb 26 15:02:51 +0000 2020,FALSE,en,"Boston, MA",2,2
"@MattheWrite Anything being hyped in the news is a cover up. Coronavirus is the cover up for the roll out of 5g. No symptoms of illness and dropping dead. Yep that's because 60hrtz changes the molecule responsible for consuming oxygen. As the coronavirus people like 2 say. ""I can only exhale'",Wed Feb 26 17:55:29 +0000 2020,FALSE,en,,0,2
"Really, .@realDonaldTrump ?? You are giving funds to create a vaxxine for coronavirus to a billion dollar industry who is held harmless for carnage to our people &amp; children: makes no sense. Look at 5G!!",Wed Feb 26 17:50:30 +0000 2020,FALSE,en,,0,1
"(OpDis) Stop 5G Genocide -- Rinus Verhagen  ""The fake Corona virus is supposed to disguise the fact that 5G is the cause of premeditated mass murder.""  https://t.co/5zGBuCZUQw",Wed Feb 26 15:03:23 +0000 2020,FALSE,en,Universe,0,2
Apparently people aren't really dying from the corona virus in China.   It's the 5g network doing it and it's all a big cover up according to one loon on Facebook.   I'm partial to a conspiracy theory myself but that's flat earth levels 😂 https://t.co/adMFRU2xTh,Wed Feb 26 10:17:56 +0000 2020,FALSE,en,"Liverpool, England",1,1
"Coronavirus (COVID-19) may delay China’s 5G deployment and standard schedule,  but @OmdiaHQ's Donglin Shen suggests online meetings should be able to replace the face-to-face standards meetings. https://t.co/0PtdGyBLNE",Wed Feb 26 18:35:53 +0000 2020,FALSE,en,Seattle,2,2
"Another conspiracy theory is making round on certain media, associating the mutation of SARS virus into Corona Virus due to extensive testing of 5G technology in Wuhan, China... However, most probably it is counter propaganda by the West having yet to achieve 5G advancements.",Wed Feb 26 16:57:46 +0000 2020,FALSE,en,,1,2
CDC Warns Americans to Prepare for the Worst https://t.co/HbWRrefyUW COVID-19 + 5G [60Ghz] + Food Shortages = Martial Law,Wed Feb 26 16:02:49 +0000 2020,FALSE,en,North Georgia Mountains USA,2,2
Haven't heard conspiracy theories about how the Corona virus was dropped by the Americans to slow down China particularly Huawei with their 5G rollout🤔🤔🤔,Wed Feb 26 05:00:05 +0000 2020,FALSE,en,mogoditshane ledumadumane,1,2
@DrGJackBrown @Diedre09 Coronavirus will coincide with the rollout of 5G.,Wed Feb 26 02:33:58 +0000 2020,FALSE,en,,0,2
♦60GHz 5G causes disruption of Oxygen uptake &amp; may be the cause of Ppl in China to suddenly drop dead! ►5G was rolled out in Wuhan just prior to the #COVIDー19 outbreak! https://t.co/OnaEH4aXvT #Stop5G #Covid_19 The Diabolical Plot to eradicate Humanity: https://t.co/xhdWgsdQDF https://t.co/vwtGTJvzJ7,Wed Feb 26 00:07:01 +0000 2020,FALSE,en,,0,2
Corona Virus Fakery And The Link To #5G Testing. https://t.co/dxLJNdG48P #coronavirus,Wed Feb 26 23:44:32 +0000 2020,FALSE,en,"Stockholm, Sverige",0,2
"@saylorgirl7 @mitchellvii Will return to its normal structure very, very quickly. By the time the O2 is ONE INCH away from the 60mHz signal that excited it, it returns to its normal state.  5G is not causing the deep lung pneumonia that COVID-19 causes in severe cases.  It isn't causing people to drop",Wed Feb 26 19:41:44 +0000 2020,FALSE,en,New Orleans,1,1
they don't want you to know but Corona virus is actually caused by 5G..,Wed Feb 26 10:14:54 +0000 2020,FALSE,en,"Frankfurt, Germany",0,2
"@MarkYusko OR, it’s something entirely off base, like #5G disrupting the absorption of oxygen and/or activating previously acquired bio-engineered viruses, causing symptoms of ARDS in people who are magically suffocating to death without any good cause, other than #coronavirus #COVID19",Wed Feb 26 07:55:15 +0000 2020,FALSE,en,,0,2
"THE CLAIM STANDS AS FOLLOWS:  5G infrastructure has the ability to emitt EMF radiation in a specific frequency and with enough power to cause symptoms that match those that are said to be caused by COVID-19, specifically flu like symptoms",Wed Feb 26 20:34:03 +0000 2020,FALSE,en,,0,2
https://t.co/p5vfS47Ey3  5G the cause of corona virus 🤔  Dana Ashley talks and explains and she has a great point and has tons of reference to what she's talking about!!,Wed Feb 26 08:15:31 +0000 2020,FALSE,en,"Ohio, USA",0,2
these 5g conspiracies are ridiculous. it does not give you cancer. it did not cause coronavirus. ffs.,Wed Feb 26 13:28:09 +0000 2020,FALSE,en,he/him,1,2
Does #5g millimeter waves cause the #coronavirus It seems like it is so. 60ghz manipulates oxygen so chances are microwave frequencies are causing this situation.  All areas affected have these waves. It may be time to start asking questions.  #entityphylum #virus @entityphylum,Wed Feb 26 04:05:54 +0000 2020,FALSE,en,United States,0,2
@Mr_Meph @nathprescott and me were talking about 5g making vaccines cause Coronavirus,Wed Feb 26 17:20:24 +0000 2020,FALSE,en,Nottingham uk,0,2
"@realDonaldTrump @CNN @CDCgov Delay China’s 5G maybe, China will come stronger, we know who want to announce 5G first, coronavirus is just to delay China s 5G, ppl are tired of Testing their drugs in Africa,",Wed Feb 26 15:02:32 +0000 2020,FALSE,en,"Pretoria, South Africa",2,2
"@TruNews @docburkhart @realEdwardSzall Dana has done A LOT of research (though not as extensive, because of the powers that be on YT) on 5G link (60 Ghz) to Coronavirus.",Wed Feb 26 22:38:29 +0000 2020,FALSE,en,,0,1
"File this under BUT OF COURSE THEY HAVE-- whackos on Facebook have combined vaccines, Coronavirus, 5G, and chemtrails into one conspiracy. Spelling errors and all. Stay off Facebook, folks. Some dangerous idiocy going on over there. https://t.co/9QrW1ZsgIJ",Wed Feb 26 22:16:36 +0000 2020,FALSE,en,"stolen Native land, ""USA""",1,2
"Online conspiracy theorists are linking the #Covid19 coronavirus outbreak to 5G technology, international plots, and even “chemtrails” The latest from our #disinfo watchers https://t.co/P2C61lH5Go",Wed Feb 26 16:48:16 +0000 2020,FALSE,en,"London, UK",1,2
"5G LAUNCHED HALLOWEEN 2019  WUHAN CHINA 2020s CORONAVIRUS , THE GG STONES https://t.co/EDh1PjIe9c",Sun Feb 09 05:49:44 +0000 2020,FALSE,en,"East Midlands, England",0,1
#coronavirus may be a strong driver for the long awaited killer application for #5G - touch free human contact,Sun Feb 09 09:27:13 +0000 2020,FALSE,en,Israel,0,1
READ THIS TRUSTEES OF HUMANITY -- Corona Virus Fakery And The Link To 5G Testing https://t.co/j8ZMCrmntA,Sun Feb 09 13:02:35 +0000 2020,FALSE,en,"Québec, QC",0,1
#coronavirus and #5G weaponized devices in #Wuhan https://t.co/WdLtrkJKw4,Sun Feb 09 05:37:31 +0000 2020,FALSE,en,Global,2,2
5G Launches In Wuhan Weeks Before Coronavirus Outbreak https://t.co/bhT8OtkQqZ  #5Gと武漢　#5Gとコロナウイルス,Sun Feb 09 03:37:17 +0000 2020,FALSE,en,,0,1
This author is tying the 5G rollout in Wuhan to the rapid spread of the coronavirus 🚨  EMF in general is known to disrupt the immune system &amp; cause bacteria count to increase #ban5G 🚫  Is The “Coronavirus” Actually Microwave Illness?  https://t.co/nWtqLbVFI8,Sun Feb 09 17:57:43 +0000 2020,FALSE,en,Chicagoan in red state👎🏼,0,2
"Some of these forced vaccinations will inject nanoparticles which can be used to track &amp; manipulate people or cause health, cognitive &amp; behavioral issues &amp; remotely terminate people any time. Coronavirus is probly a staged event.  These victims are being blasted with 5g.",Sun Feb 09 22:04:25 +0000 2020,FALSE,en,"Texas, USA",0,2
5G Corona virus Robert David Steel #unrig https://t.co/yIBseipOxI,Sun Feb 09 03:42:48 +0000 2020,FALSE,en,,0,1
Ken Adachi-- #5G is a Factor in #Coronavirus Deaths https://t.co/JyRzbO9vTw,Mon Feb 24 16:30:03 +0000 2020,FALSE,en,UK- Wales,0,1
"@abg89582215 NOT ONE PERSON HAS DIED DUE TO CORONA VIRUS!  5g 60ghz causes the hemoglobins to stop absorbing oxygen into the blood stream and causes mass respiratory problems and death,",Mon Feb 24 03:58:55 +0000 2020,FALSE,en,,0,1
Corona virus caused by 5G interference. The “spread” is a RUSE to force people to get vaccinated. The disease is in the vaccinations. https://t.co/cwzyghzVvZ,Mon Feb 24 17:42:33 +0000 2020,FALSE,en,"Alberta, Canada",0,1
"@DeanGauntlett Corona virus is a lie, its the 5g 60ghz pulses that stop the hemoglobin's from absorbing oxygen into the blood stream and cause mass respiratory problems,  Please check it out and educate others, NO whu/flu not mask needed,  shut down 5g and all this will end!",Mon Feb 24 03:50:40 +0000 2020,FALSE,en,,0,1
"PAY ATTENTION TO THIS, 5g 60ghz causes the hemoglobin's to stop absorbing oxygen into the blood stream and causes  mass respiratory problems, the symptoms are the exact as what they say the corona virus does, Except the corona is a lie and 5g is the real killer, https://t.co/s5oc42DnkX",Mon Feb 24 12:34:25 +0000 2020,FALSE,en,,0,1
"Coronavirus outbreak may not affect 2020 5G capex if contained by mid-year, Digitimes Research says #coronavirus #5G #DIGITIMESResearch https://t.co/Cwect03SYj https://t.co/8gwPdqoW6L",Mon Feb 24 14:05:29 +0000 2020,FALSE,en,Taiwan,2,2
"So coronavirus is not an actual infection, it’s an illness caused by 5G. Seems legit. https://t.co/RkzopHWxI0 https://t.co/bpNYI4cU3N",Mon Feb 24 07:42:43 +0000 2020,FALSE,en,LA,0,2
"Search ""5G"" on Facebook and you rapidly disappear down a conspiracy theory rabbit hole. Group called Working Together to Keep Devon 5G Free where top post is a Californian YouTuber saying coronavirus started in Wuhan due to its 5G rollout.",Mon Feb 24 12:34:50 +0000 2020,FALSE,en,"Hammersmith, Greater London (5",1,2
"@realDonaldTrump STOP 5G NOW, THE LOCUST ARE SWARMING BECAUSE OF IT, WE ARE NOT STUPID. STOP 5G UNLESS YOU ARE COMPLICIT WITH CORONAVIRUS",Mon Feb 24 21:47:08 +0000 2020,FALSE,en,,0,2
"Veterans Affairs Opens #5G Hospital Despite Warnings, Lawsuits, Moratorium Request, and Reports of Illness https://t.co/3uJkIRy8xt WATCH FOR #CORONAVIRUS #CORONAVIRUSSYMPTOMS #VETERANSAFFAIRS",Mon Feb 24 18:34:51 +0000 2020,FALSE,en,I D.E.W. NOT CONSENT!!!,2,1
@Garyw_ @ProfWoodward WHAT? 5G causes coronavirus? &lt;burns latest Samsung phone&gt;,Mon Feb 24 23:09:08 +0000 2020,FALSE,en,Cymru / Wales / Pays de Galles,0,1
Would be interested in a Venn diagram of people who think 5G caused the coronavirus outbreak and also that smoking doesn't cause cancer https://t.co/5Wb2yzZkMK,Mon Feb 24 14:32:39 +0000 2020,FALSE,en,,1,1
@realDonaldTrump Corona virus under control? Who told you that? They don't even know who has it or how its spread or who has it!  Is it really because of 5g?  Is that why you want 5g?  Stock market down looks good to you? You buying?,Mon Feb 24 21:46:50 +0000 2020,FALSE,en,Behind enemy lines,1,1
"Novel Coronavirus is Fake.. here is the proof 5G is the cause of this issue.. 5G had just started in Wuhan, 5G was on cruise ships. https://t.co/vBGWgi452r",Mon Feb 24 21:56:53 +0000 2020,FALSE,en,Good ol' U.S. of A.🇺🇸,0,2
Strategy Analytics: Global 5G Smartphone Shipments to Hit 199 Million in 2020. But disruption caused by the coronavirus scare and global economic slowdown will put a cap on 5G smartphone sales this year. | Strategy Analytics Online Newsroom https://t.co/jygQXE7cLW,Mon Feb 24 08:10:10 +0000 2020,FALSE,en,Salford,2,2
India Gets 'First 5G Smartphone' From China Amid Delayed Trials Due to Coronavirus Scare https://t.co/7ovNxkNGe1 https://t.co/E8njtyMZ8W,Mon Feb 24 14:03:36 +0000 2020,FALSE,en,"Diksmuide, België",2,2
"@PokerPolitics The Qanon crowd has no fear of coronavirus, because trump is afraid to admit how bad it is . We are on the verge of them claiming its not even real. Its all "" 5g allergy""",Mon Feb 24 00:28:21 +0000 2020,FALSE,en,straight outta innsmouth ,0,2
